Validation_Set,Topics,Alpha,Beta,Coherence
100% Corpus,5,0.31,0.9099999999999999,0.32688494308286586
100% Corpus,5,0.31,symmetric,0.3459261535545479
100% Corpus,5,0.61,0.01,0.30813254151166064
100% Corpus,5,0.61,0.31,0.28280973305457874
100% Corpus,5,0.61,0.61,0.28462543202802926
100% Corpus,5,0.61,0.9099999999999999,0.28375454643449227
100% Corpus,5,0.61,symmetric,0.2889756321624432
100% Corpus,5,0.9099999999999999,0.01,0.26402229578536074
100% Corpus,5,0.9099999999999999,0.31,0.2568863895028549
100% Corpus,5,0.9099999999999999,0.61,0.2508118740287807
100% Corpus,5,0.9099999999999999,0.9099999999999999,0.2519745507187584
100% Corpus,5,0.9099999999999999,symmetric,0.25686262240518704
100% Corpus,5,symmetric,0.01,0.33651319926591633
100% Corpus,5,symmetric,0.31,0.33645483641309826
100% Corpus,5,symmetric,0.61,0.34466007194219966
100% Corpus,5,symmetric,0.9099999999999999,0.345033584898746
100% Corpus,5,symmetric,symmetric,0.3254139390817858
100% Corpus,5,asymmetric,0.01,0.3507189260700201
100% Corpus,5,asymmetric,0.31,0.43023994449137837
100% Corpus,5,asymmetric,0.61,0.41779768118173183
100% Corpus,5,asymmetric,0.9099999999999999,0.36250025656338264
100% Corpus,5,asymmetric,symmetric,0.4476383861165697
100% Corpus,6,0.01,0.01,0.2739621747226683
100% Corpus,6,0.01,0.31,0.27865982395239836
100% Corpus,6,0.01,0.61,0.28069599558428826
100% Corpus,6,0.01,0.9099999999999999,0.27875891072848447
100% Corpus,6,0.01,symmetric,0.27766844648410305
100% Corpus,6,0.31,0.01,0.30176269688960905
100% Corpus,6,0.31,0.31,0.3071934360307716
100% Corpus,6,0.31,0.61,0.3099491349176731
100% Corpus,6,0.31,0.9099999999999999,0.3063711606756279
100% Corpus,6,0.31,symmetric,0.3160490978674966
100% Corpus,6,0.61,0.01,0.2687382231794197
100% Corpus,6,0.61,0.31,0.2684943110684373
100% Corpus,6,0.61,0.61,0.26142101769860676
100% Corpus,6,0.61,0.9099999999999999,0.25509729103952417
100% Corpus,6,0.61,symmetric,0.2707160397463226
100% Corpus,6,0.9099999999999999,0.01,0.22525931281569792
100% Corpus,6,0.9099999999999999,0.31,0.23616225306800995
100% Corpus,6,0.9099999999999999,0.61,0.23899752120012918
100% Corpus,6,0.9099999999999999,0.9099999999999999,0.23158626038494545
100% Corpus,6,0.9099999999999999,symmetric,0.22672085929817584
100% Corpus,6,symmetric,0.01,0.3131193311335087
100% Corpus,6,symmetric,0.31,0.30269789194296537
100% Corpus,6,symmetric,0.61,0.31591724919349634
100% Corpus,6,symmetric,0.9099999999999999,0.3120092116797169
100% Corpus,6,symmetric,symmetric,0.31146377750534043
100% Corpus,6,asymmetric,0.01,0.33025984920120427
100% Corpus,6,asymmetric,0.31,0.3790390123185095
100% Corpus,6,asymmetric,0.61,0.3490303403315124
100% Corpus,6,asymmetric,0.9099999999999999,0.36756710688323063
100% Corpus,6,asymmetric,symmetric,0.3821827386813361
100% Corpus,7,0.01,0.01,0.3196585163326821
100% Corpus,7,0.01,0.31,0.31581484881488336
100% Corpus,7,0.01,0.61,0.32037574297050353
100% Corpus,7,0.01,0.9099999999999999,0.32089413328887373
100% Corpus,7,0.01,symmetric,0.2957020508051982
100% Corpus,7,0.31,0.01,0.2926748632461894
100% Corpus,7,0.31,0.31,0.28814123679500053
100% Corpus,7,0.31,0.61,0.2808962958927641
100% Corpus,7,0.31,0.9099999999999999,0.2793502314309292
100% Corpus,7,0.31,symmetric,0.2926748632461894
100% Corpus,7,0.61,0.01,0.26775816972464095
100% Corpus,7,0.61,0.31,0.2568403351232709
100% Corpus,7,0.61,0.61,0.2631491607164912
100% Corpus,7,0.61,0.9099999999999999,0.2621265359068106
100% Corpus,7,0.61,symmetric,0.26222756384798157
100% Corpus,7,0.9099999999999999,0.01,0.22142794605792399
100% Corpus,7,0.9099999999999999,0.31,0.22183196915178122
100% Corpus,7,0.9099999999999999,0.61,0.21457005963644843
100% Corpus,7,0.9099999999999999,0.9099999999999999,0.21972895344346563
100% Corpus,7,0.9099999999999999,symmetric,0.21879808453067887
100% Corpus,7,symmetric,0.01,0.3233139189044937
100% Corpus,7,symmetric,0.31,0.31287576884744756
100% Corpus,7,symmetric,0.61,0.33108367117507054
100% Corpus,7,symmetric,0.9099999999999999,0.2874177077843346
100% Corpus,7,symmetric,symmetric,0.32648564312652045
100% Corpus,7,asymmetric,0.01,0.3290433888421636
100% Corpus,7,asymmetric,0.31,0.37967936040292394
100% Corpus,7,asymmetric,0.61,0.3742481748786189
100% Corpus,7,asymmetric,0.9099999999999999,0.35586990652636563
100% Corpus,7,asymmetric,symmetric,0.39537716171651704
100% Corpus,8,0.01,0.01,0.2633593597093685
100% Corpus,8,0.01,0.31,0.273679944729926
100% Corpus,8,0.01,0.61,0.28150154969808494
100% Corpus,8,0.01,0.9099999999999999,0.2826026764145878
100% Corpus,8,0.01,symmetric,0.2599609350850825
100% Corpus,8,0.31,0.01,0.25127628413861736
100% Corpus,8,0.31,0.31,0.25843761484762895
100% Corpus,8,0.31,0.61,0.2590626293415518
100% Corpus,8,0.31,0.9099999999999999,0.25033892720842216
100% Corpus,8,0.31,symmetric,0.25135837364968605
100% Corpus,8,0.61,0.01,0.24098323765247004
100% Corpus,8,0.61,0.31,0.24239988108765792
100% Corpus,8,0.61,0.61,0.23743263809419746
100% Corpus,8,0.61,0.9099999999999999,0.23667399695629973
100% Corpus,8,0.61,symmetric,0.24143328765998306
100% Corpus,8,0.9099999999999999,0.01,0.18831966604684763
100% Corpus,8,0.9099999999999999,0.31,0.1879961513256081
100% Corpus,8,0.9099999999999999,0.61,0.19125141371941456
100% Corpus,8,0.9099999999999999,0.9099999999999999,0.19052951983560584
100% Corpus,8,0.9099999999999999,symmetric,0.18816549447795336
100% Corpus,8,symmetric,0.01,0.24968981061038836
100% Corpus,8,symmetric,0.31,0.2689663665028048
100% Corpus,8,symmetric,0.61,0.30279480479065146
100% Corpus,8,symmetric,0.9099999999999999,0.25655427186448765
100% Corpus,8,symmetric,symmetric,0.29232657414598184
100% Corpus,8,asymmetric,0.01,0.3443942257778225
100% Corpus,8,asymmetric,0.31,0.43146733988482977
100% Corpus,8,asymmetric,0.61,0.4064313861355503
100% Corpus,8,asymmetric,0.9099999999999999,0.3790550443316948
100% Corpus,8,asymmetric,symmetric,0.3827688707547168
100% Corpus,9,0.01,0.01,0.27801022329206965
100% Corpus,9,0.01,0.31,0.33599697354988883
100% Corpus,9,0.01,0.61,0.29868813869817346
100% Corpus,9,0.01,0.9099999999999999,0.294737678333606
100% Corpus,9,0.01,symmetric,0.2771006688659571
100% Corpus,9,0.31,0.01,0.2731659448016794
100% Corpus,9,0.31,0.31,0.2606878478885284
100% Corpus,9,0.31,0.61,0.2670268634021696
100% Corpus,9,0.31,0.9099999999999999,0.269149004576329
100% Corpus,9,0.31,symmetric,0.2626271510876987
100% Corpus,9,0.61,0.01,0.23376278929310887
100% Corpus,9,0.61,0.31,0.23470839137398058
100% Corpus,9,0.61,0.61,0.22716029648917813
100% Corpus,9,0.61,0.9099999999999999,0.22940476000203874
100% Corpus,9,0.61,symmetric,0.2296311314488842
100% Corpus,9,0.9099999999999999,0.01,0.17432912554660915
100% Corpus,9,0.9099999999999999,0.31,0.17827103459910998
100% Corpus,9,0.9099999999999999,0.61,0.17543906061150205
100% Corpus,9,0.9099999999999999,0.9099999999999999,0.17725029324094582
100% Corpus,9,0.9099999999999999,symmetric,0.2038720182904806
100% Corpus,9,symmetric,0.01,0.2845810770384565
100% Corpus,9,symmetric,0.31,0.2711315698751402
100% Corpus,9,symmetric,0.61,0.2903500300442265
100% Corpus,9,symmetric,0.9099999999999999,0.30565377192992227
100% Corpus,9,symmetric,symmetric,0.27885716370547947
100% Corpus,9,asymmetric,0.01,0.3346787393290601
100% Corpus,9,asymmetric,0.31,0.3758461942743805
100% Corpus,9,asymmetric,0.61,0.3852002210859584
100% Corpus,9,asymmetric,0.9099999999999999,0.4023774546282365
100% Corpus,9,asymmetric,symmetric,0.37312168089060976
100% Corpus,10,0.01,0.01,0.2914773036126309
100% Corpus,10,0.01,0.31,0.31003104329375797
100% Corpus,10,0.01,0.61,0.3049347521699979
100% Corpus,10,0.01,0.9099999999999999,0.3173737241795201
100% Corpus,10,0.01,symmetric,0.29763728896930985
100% Corpus,10,0.31,0.01,0.2640750259097987
100% Corpus,10,0.31,0.31,0.2859644753518148
100% Corpus,10,0.31,0.61,0.2876651328552716
100% Corpus,10,0.31,0.9099999999999999,0.2715566111932005
100% Corpus,10,0.31,symmetric,0.2633235266496933
100% Corpus,10,0.61,0.01,0.25806533994725456
100% Corpus,10,0.61,0.31,0.21898196129517497
100% Corpus,10,0.61,0.61,0.21868539085922345
100% Corpus,10,0.61,0.9099999999999999,0.21310392706796594
100% Corpus,10,0.61,symmetric,0.2408620450958153
100% Corpus,10,0.9099999999999999,0.01,0.1792162366080899
100% Corpus,10,0.9099999999999999,0.31,0.18260118043940293
100% Corpus,10,0.9099999999999999,0.61,0.18847086606609942
100% Corpus,10,0.9099999999999999,0.9099999999999999,0.1716794516153013
100% Corpus,10,0.9099999999999999,symmetric,0.18097612604656188
100% Corpus,10,symmetric,0.01,0.26230293613008576
100% Corpus,10,symmetric,0.31,0.2702187751244775
100% Corpus,10,symmetric,0.61,0.27522935845702057
100% Corpus,10,symmetric,0.9099999999999999,0.30536910200254513
100% Corpus,10,symmetric,symmetric,0.26203508813991816
100% Corpus,10,asymmetric,0.01,0.31443902121750333
100% Corpus,10,asymmetric,0.31,0.4027971005957706
100% Corpus,10,asymmetric,0.61,0.36136365714600893
100% Corpus,10,asymmetric,0.9099999999999999,0.3708963764983053
100% Corpus,10,asymmetric,symmetric,0.3352716560242648
100% Corpus,11,0.01,0.01,0.32201573942442135
100% Corpus,11,0.01,0.31,0.27568511428108605
100% Corpus,11,0.01,0.61,0.30838198485893176
100% Corpus,11,0.01,0.9099999999999999,0.3091137630770005
100% Corpus,11,0.01,symmetric,0.2877513520732911
100% Corpus,11,0.31,0.01,0.27479645258845714
100% Corpus,11,0.31,0.31,0.27055552352857476
100% Corpus,11,0.31,0.61,0.2712392809707334
100% Corpus,11,0.31,0.9099999999999999,0.2738980474597618
100% Corpus,11,0.31,symmetric,0.27253756893630526
100% Corpus,11,0.61,0.01,0.24704911895417903
100% Corpus,11,0.61,0.31,0.21687697339852952
100% Corpus,11,0.61,0.61,0.21223864196070552
100% Corpus,11,0.61,0.9099999999999999,0.21012536745761787
100% Corpus,11,0.61,symmetric,0.2413100289832122
100% Corpus,11,0.9099999999999999,0.01,0.17804114709960162
100% Corpus,11,0.9099999999999999,0.31,0.18528844919057244
100% Corpus,11,0.9099999999999999,0.61,0.18482688111485324
100% Corpus,11,0.9099999999999999,0.9099999999999999,0.18295919538790983
100% Corpus,11,0.9099999999999999,symmetric,0.21233194147242426
100% Corpus,11,symmetric,0.01,0.3229150351645973
100% Corpus,11,symmetric,0.31,0.32587254156541073
100% Corpus,11,symmetric,0.61,0.327825764201866
100% Corpus,11,symmetric,0.9099999999999999,0.32438612563695307
100% Corpus,11,symmetric,symmetric,0.2955492627464757
100% Corpus,11,asymmetric,0.01,0.33262847577222826
100% Corpus,11,asymmetric,0.31,0.3772653630686383
100% Corpus,11,asymmetric,0.61,0.37109409202009974
100% Corpus,11,asymmetric,0.9099999999999999,0.38344698123655774
100% Corpus,11,asymmetric,symmetric,0.35482292381539215
100% Corpus,12,0.01,0.01,0.2548553929510102
100% Corpus,12,0.01,0.31,0.268384542693308
100% Corpus,12,0.01,0.61,0.28870502680132126
100% Corpus,12,0.01,0.9099999999999999,0.2816684591118044
100% Corpus,12,0.01,symmetric,0.26925817312701633
100% Corpus,12,0.31,0.01,0.25889002742804057
100% Corpus,12,0.31,0.31,0.2589647048306112
100% Corpus,12,0.31,0.61,0.2546991732411587
100% Corpus,12,0.31,0.9099999999999999,0.2623531863700192
100% Corpus,12,0.31,symmetric,0.25503118116465967
100% Corpus,12,0.61,0.01,0.2446807035785964
100% Corpus,12,0.61,0.31,0.23756872830021392
100% Corpus,12,0.61,0.61,0.23034615833402053
100% Corpus,12,0.61,0.9099999999999999,0.22647105720617444
100% Corpus,12,0.61,symmetric,0.24279604185329803
100% Corpus,12,0.9099999999999999,0.01,0.17506089227766508
100% Corpus,12,0.9099999999999999,0.31,0.1867134509102316
100% Corpus,12,0.9099999999999999,0.61,0.1826080893667598
100% Corpus,12,0.9099999999999999,0.9099999999999999,0.1813374483797172
100% Corpus,12,0.9099999999999999,symmetric,0.17884650945934966
100% Corpus,12,symmetric,0.01,0.3016403618275247
100% Corpus,12,symmetric,0.31,0.2966233706271981
100% Corpus,12,symmetric,0.61,0.3143123513464468
100% Corpus,12,symmetric,0.9099999999999999,0.31324312197751564
100% Corpus,12,symmetric,symmetric,0.297071379893246
100% Corpus,12,asymmetric,0.01,0.3043440662942915
100% Corpus,12,asymmetric,0.31,0.3515292526068774
100% Corpus,12,asymmetric,0.61,0.3638020362341161
100% Corpus,12,asymmetric,0.9099999999999999,0.4157031743522768
100% Corpus,12,asymmetric,symmetric,0.299380879262171
100% Corpus,13,0.01,0.01,0.2694548175586985
100% Corpus,13,0.01,0.31,0.27874604780810597
100% Corpus,13,0.01,0.61,0.3070723460483707
100% Corpus,13,0.01,0.9099999999999999,0.3001234293580177
100% Corpus,13,0.01,symmetric,0.27282779372343247
100% Corpus,13,0.31,0.01,0.23898297304514446
100% Corpus,13,0.31,0.31,0.24248795794621694
100% Corpus,13,0.31,0.61,0.2467311084754233
100% Corpus,13,0.31,0.9099999999999999,0.24957127278718824
100% Corpus,13,0.31,symmetric,0.2386551342004064
100% Corpus,13,0.61,0.01,0.23722856256498842
100% Corpus,13,0.61,0.31,0.235705533483523
100% Corpus,13,0.61,0.61,0.22355868221064215
100% Corpus,13,0.61,0.9099999999999999,0.2259552595969831
100% Corpus,13,0.61,symmetric,0.24114888101612172
100% Corpus,13,0.9099999999999999,0.01,0.18268229841513356
100% Corpus,13,0.9099999999999999,0.31,0.17409533702426636
100% Corpus,13,0.9099999999999999,0.61,0.16998442378753492
100% Corpus,13,0.9099999999999999,0.9099999999999999,0.17822263972121039
100% Corpus,13,0.9099999999999999,symmetric,0.1710508270966789
100% Corpus,13,symmetric,0.01,0.2788249920349144
100% Corpus,13,symmetric,0.31,0.28894400046361224
100% Corpus,13,symmetric,0.61,0.29590460892234816
100% Corpus,13,symmetric,0.9099999999999999,0.29149500727347155
100% Corpus,13,symmetric,symmetric,0.28804714976146956
100% Corpus,13,asymmetric,0.01,0.3222706256699065
100% Corpus,13,asymmetric,0.31,0.4149460223070192
100% Corpus,13,asymmetric,0.61,0.4580092609065218
100% Corpus,13,asymmetric,0.9099999999999999,0.40392045023662576
100% Corpus,13,asymmetric,symmetric,0.32843918855421844
100% Corpus,14,0.01,0.01,0.29506643612554406
100% Corpus,14,0.01,0.31,0.31964657482728726
100% Corpus,14,0.01,0.61,0.3110251990798405
100% Corpus,14,0.01,0.9099999999999999,0.3021865517041193
100% Corpus,14,0.01,symmetric,0.3058323281260467
100% Corpus,14,0.31,0.01,0.26805280126975634
100% Corpus,14,0.31,0.31,0.26529896455389174
100% Corpus,14,0.31,0.61,0.27453050152407255
100% Corpus,14,0.31,0.9099999999999999,0.2500803950016721
100% Corpus,14,0.31,symmetric,0.26896837492360504
100% Corpus,14,0.61,0.01,0.22271828728538648
100% Corpus,14,0.61,0.31,0.22700532328353518
100% Corpus,14,0.61,0.61,0.2282514081752112
100% Corpus,14,0.61,0.9099999999999999,0.22638346772286874
100% Corpus,14,0.61,symmetric,0.22959243122295386
100% Corpus,14,0.9099999999999999,0.01,0.17162932477989706
100% Corpus,14,0.9099999999999999,0.31,0.15205409129189426
100% Corpus,14,0.9099999999999999,0.61,0.15965250536076736
100% Corpus,14,0.9099999999999999,0.9099999999999999,0.15532286924300204
100% Corpus,14,0.9099999999999999,symmetric,0.1543303414677884
100% Corpus,14,symmetric,0.01,0.30947306362204696
100% Corpus,14,symmetric,0.31,0.30448513679777806
100% Corpus,14,symmetric,0.61,0.31517186039440964
100% Corpus,14,symmetric,0.9099999999999999,0.3102883878693296
100% Corpus,14,symmetric,symmetric,0.3012487838375316
100% Corpus,14,asymmetric,0.01,0.35321970718320367
100% Corpus,14,asymmetric,0.31,0.4211410609684023
100% Corpus,14,asymmetric,0.61,0.438275599482209
100% Corpus,14,asymmetric,0.9099999999999999,0.4154818797836444
100% Corpus,14,asymmetric,symmetric,0.3863518753151647
